"","Two_yr_Recidivism","Number_of_Priors","Age_Above_FourtyFive","Age_Below_TwentyFive","Female","Misdemeanor","ethnicity","probability","predicted"
"2003","yes",-0.473554939595753,"yes","no","Male","yes","Caucasian",0.251679032014109,0
"2010","no",-0.473554939595753,"no","no","Male","no","Hispanic",0.388716012557077,0
"2011","yes",1.42367043254019,"no","no","Female","yes","African_American",0.665841605790193,1
"2015","no",1.42367043254019,"yes","no","Male","no","Caucasian",0.647536677613208,1
"2020","no",-0.684357758721968,"yes","no","Female","yes","Caucasian",0.158157900360155,0
"2025","yes",0.158853517782895,"no","yes","Male","no","African_American",0.750528895543922,1
"2034","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"2036","yes",1.63447325166641,"no","no","Male","no","Caucasian",0.799605017998555,1
"2037","no",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2039","yes",0.158853517782895,"no","no","Male","no","African_American",0.579322283754953,1
"2044","no",-0.684357758721968,"no","no","Female","yes","African_American",0.275557029555763,0
"2053","no",-0.684357758721968,"no","no","Male","no","Other",0.350462956560854,0
"2063","yes",1.00206479428776,"no","no","Male","no","African_American",0.727586146296067,1
"2066","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"2070","yes",0.369656336909111,"yes","no","Male","no","Caucasian",0.445271722623061,0
"2081","no",-0.473554939595753,"yes","no","Female","no","Caucasian",0.214345420210442,0
"2082","yes",-0.473554939595753,"no","yes","Male","yes","African_American",0.59800413621013,1
"2110","yes",0.369656336909111,"no","no","Male","no","African_American",0.619068517966521,1
"2117","no",-0.262752120469537,"no","yes","Male","yes","Caucasian",0.614759760344283,1
"2118","yes",2.68848734729749,"no","no","Male","no","African_American",0.909475380793544,1
"2120","no",-0.473554939595753,"no","yes","Male","yes","Caucasian",0.574872684014016,1
"2133","yes",-0.684357758721968,"no","no","Male","no","Caucasian",0.392260042819576,0
"2139","yes",0.369656336909111,"no","yes","Male","yes","Other",0.686755693518384,1
"2143","no",-0.262752120469537,"yes","no","Female","no","African_American",0.261550000026179,0
"2148","no",-0.684357758721968,"yes","no","Male","no","Caucasian",0.259644659222999,0
"2150","yes",-0.0519493013433206,"yes","no","Male","yes","African_American",0.34004977688364,0
"2155","yes",-0.262752120469537,"no","yes","Male","no","African_American",0.68356978682033,1
"2158","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"2161","yes",-0.0519493013433206,"no","no","Female","no","African_American",0.434791214456272,0
"2168","no",3.95330426205478,"yes","no","Male","yes","African_American",0.922970822546419,1
"2174","yes",1.42367043254019,"no","no","Male","no","African_American",0.788118115625747,1
"2179","yes",-0.684357758721968,"no","yes","Female","no","African_American",0.505574856323487,1
"2183","no",0.369656336909111,"no","no","Male","yes","Caucasian",0.545557006465122,1
"2187","yes",2.05607888991884,"no","no","Male","no","Caucasian",0.847488410624761,1
"2189","no",1.00206479428776,"yes","no","Male","no","Hispanic",0.524112485187887,1
"2194","no",2.05607888991884,"no","no","Female","no","African_American",0.801184800408528,1
"2199","no",0.791261975161543,"yes","no","Male","no","African_American",0.551519327395529,1
"2200","no",-0.684357758721968,"no","yes","Female","no","African_American",0.505574856323487,1
"2207","yes",-0.473554939595753,"no","no","Male","no","African_American",0.455909413790119,0
"2208","no",-0.473554939595753,"no","no","Male","no","Other",0.389027873881005,0
"2211","no",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"2216","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"2218","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"2220","yes",-0.262752120469537,"yes","no","Female","no","Caucasian",0.243548210531407,0
"2225","no",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"2230","yes",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"2233","no",-0.684357758721968,"no","no","Male","yes","Hispanic",0.304537518891582,0
"2236","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"2237","yes",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"2241","yes",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"2242","no",-0.684357758721968,"no","no","Male","yes","African_American",0.365889518129154,0
"2260","no",-0.262752120469537,"no","no","Male","yes","Caucasian",0.422119484258582,0
"2263","yes",-0.0519493013433206,"no","yes","Male","yes","Caucasian",0.653162353410057,1
"2270","no",0.580459156035327,"no","no","Male","no","African_American",0.657281042777818,1
"2275","no",-0.684357758721968,"no","no","Male","no","Caucasian",0.392260042819576,0
"2277","no",-0.262752120469537,"no","no","Female","no","Caucasian",0.372073963100289,0
"2284","no",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"2285","no",2.05607888991884,"no","no","Male","no","African_American",0.859414142561104,1
"2291","no",1.42367043254019,"no","no","Male","no","African_American",0.788118115625747,1
"2294","no",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"2307","no",-0.684357758721968,"no","no","Male","no","Hispanic",0.350164292152497,0
"2309","no",-0.0519493013433206,"no","no","Female","no","African_American",0.434791214456272,0
"2312","yes",-0.684357758721968,"no","yes","Male","yes","African_American",0.557630575776775,1
"2316","no",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"2321","no",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2322","no",-0.473554939595753,"yes","no","Male","yes","African_American",0.270067245136702,0
"2327","yes",2.05607888991884,"no","no","Male","no","African_American",0.859414142561104,1
"2329","no",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2332","yes",0.791261975161543,"no","no","Male","no","Caucasian",0.672917322401534,1
"2333","no",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2335","yes",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2336","yes",3.53169862380235,"no","no","Female","no","Hispanic",0.906958957181797,1
"2340","no",-0.684357758721968,"yes","no","Male","no","Caucasian",0.259644659222999,0
"2341","yes",-0.473554939595753,"no","no","Female","no","Caucasian",0.334270199482429,0
"2343","yes",1.21286761341398,"no","no","Male","no","African_American",0.759148068283959,1
"2346","yes",-0.684357758721968,"no","no","Female","yes","African_American",0.275557029555763,0
"2348","yes",3.95330426205478,"no","no","Male","no","African_American",0.964458753025873,1
"2355","no",-0.684357758721968,"yes","no","Male","no","Other",0.226707098814646,0
"2358","yes",-0.473554939595753,"no","yes","Male","no","Other",0.581769788873959,1
"2359","yes",1.21286761341398,"no","no","Female","no","African_American",0.675090008344943,1
"2367","no",-0.262752120469537,"no","no","Male","yes","African_American",0.445546148061548,0
"2369","yes",0.791261975161543,"no","no","Male","no","African_American",0.693557807957803,1
"2371","yes",-0.684357758721968,"no","yes","Male","no","Hispanic",0.540691309427919,1
"2375","no",-0.262752120469537,"yes","no","Male","yes","Caucasian",0.284128744013295,0
"2376","no",1.84527607079262,"yes","no","Male","yes","African_American",0.695798165142005,1
"2379","no",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"2383","yes",-0.684357758721968,"yes","no","Male","yes","Other",0.192403990270056,0
"2392","no",-0.262752120469537,"yes","no","Male","no","Caucasian",0.32814053015384,0
"2399","no",0.369656336909111,"no","no","Male","no","African_American",0.619068517966521,1
"2405","yes",2.26688170904505,"no","no","Male","yes","African_American",0.854279921521225,1
"2408","no",-0.473554939595753,"no","no","Male","yes","African_American",0.405093278919678,0
"2410","no",3.95330426205478,"no","no","Male","no","African_American",0.964458753025873,1
"2415","no",0.158853517782895,"no","no","Male","yes","African_American",0.528101922671643,1
"2424","yes",-0.262752120469537,"no","no","Male","no","African_American",0.497195753673243,0
"2430","no",-0.684357758721968,"no","yes","Male","no","Caucasian",0.585069847853333,1
"2442","yes",1.21286761341398,"no","no","Male","yes","Caucasian",0.699549360148009,1
"2448","yes",-0.473554939595753,"no","no","Male","no","Caucasian",0.432362763331941,0
"2455","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"2457","no",-0.684357758721968,"no","no","Male","yes","Hispanic",0.304537518891582,0
"2459","no",-0.684357758721968,"no","yes","Male","no","Hispanic",0.540691309427919,1
"2463","no",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"2467","no",-0.684357758721968,"no","yes","Female","no","Caucasian",0.48173422814554,0
"2476","yes",1.21286761341398,"no","no","Male","yes","Caucasian",0.699549360148009,1
"2482","no",-0.473554939595753,"yes","no","Female","yes","Caucasian",0.181473809693152,0
"2483","no",0.580459156035327,"no","yes","Male","no","Caucasian",0.792037031247786,1
"2489","no",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2496","no",-0.0519493013433206,"no","no","Male","yes","African_American",0.486733555233998,0
"2498","no",0.158853517782895,"yes","no","Male","no","Hispanic",0.362184977893068,0
"2506","yes",1.21286761341398,"no","no","Male","no","Caucasian",0.741277410401416,1
"2510","yes",-0.0519493013433206,"no","yes","Male","no","Hispanic",0.659246809075388,1
"2511","yes",-0.473554939595753,"no","no","Male","no","African_American",0.455909413790119,0
"2521","yes",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2523","no",-0.473554939595753,"yes","no","Male","no","African_American",0.312852791334717,0
"2530","yes",-0.0519493013433206,"no","no","Female","no","African_American",0.434791214456272,0
"2537","yes",-0.0519493013433206,"no","yes","Male","no","Caucasian",0.698556735520644,1
"2543","yes",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"2553","yes",-0.684357758721968,"no","yes","Male","no","Caucasian",0.585069847853333,1
"2555","yes",-0.684357758721968,"yes","no","Male","no","African_American",0.278398341655648,0
"2562","no",1.21286761341398,"no","no","Male","no","Caucasian",0.741277410401416,1
"2575","no",-0.684357758721968,"no","no","Male","yes","African_American",0.365889518129154,0
"2586","yes",0.791261975161543,"no","no","Male","no","African_American",0.693557807957803,1
"2602","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"2615","no",0.580459156035327,"yes","no","Male","no","African_American",0.510300238316637,1
"2618","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"2627","no",1.42367043254019,"yes","no","Male","no","African_American",0.668990954243642,1
"2636","yes",1.84527607079262,"no","no","Male","no","African_American",0.838190817791868,1
"2637","no",-0.473554939595753,"no","no","Male","no","Caucasian",0.432362763331941,0
"2652","no",0.158853517782895,"no","no","Male","no","Caucasian",0.555914145504312,1
"2658","yes",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"2663","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"2665","yes",-0.0519493013433206,"no","no","Male","no","African_American",0.538520370303624,1
"2667","no",-0.262752120469537,"no","yes","Male","no","Caucasian",0.662583846720594,1
"2668","yes",-0.473554939595753,"no","no","Male","no","Caucasian",0.432362763331941,0
"2684","no",-0.262752120469537,"no","no","Female","no","African_American",0.394619838683613,0
"2688","yes",1.00206479428776,"no","no","Male","no","Hispanic",0.669631526103465,1
"2698","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"2701","yes",-0.0519493013433206,"yes","no","Male","yes","Caucasian",0.318978892367247,0
"2711","no",-0.473554939595753,"no","yes","Male","yes","Caucasian",0.574872684014016,1
"2718","no",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"2720","yes",-0.473554939595753,"no","no","Male","no","African_American",0.455909413790119,0
"2740","yes",-0.684357758721968,"yes","no","Male","no","Caucasian",0.259644659222999,0
"2744","no",3.74250144292857,"no","no","Male","no","African_American",0.958324325215792,1
"2746","no",0.158853517782895,"yes","no","Male","no","Other",0.362488175917684,0
"2752","yes",-0.262752120469537,"no","no","Female","no","Caucasian",0.372073963100289,0
"2765","yes",-0.684357758721968,"no","no","Male","no","Other",0.350462956560854,0
"2767","no",-0.684357758721968,"yes","no","Male","yes","Other",0.192403990270056,0
"2784","no",-0.473554939595753,"no","no","Male","no","Caucasian",0.432362763331941,0
"2794","yes",0.580459156035327,"no","no","Male","no","African_American",0.657281042777818,1
"2799","no",1.00206479428776,"yes","no","Male","no","African_American",0.5920425938476,1
"2801","yes",0.580459156035327,"no","no","Male","no","African_American",0.657281042777818,1
"2803","no",0.158853517782895,"no","no","Male","no","Caucasian",0.555914145504312,1
"2805","yes",2.05607888991884,"yes","no","Male","yes","African_American",0.729674691589188,1
"2812","no",-0.684357758721968,"no","yes","Male","yes","African_American",0.557630575776775,1
"2815","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"2822","yes",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"2828","yes",-0.473554939595753,"no","no","Male","yes","African_American",0.405093278919678,0
"2841","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"2847","no",-0.684357758721968,"yes","no","Female","yes","African_American",0.171277175262039,0
"2855","yes",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2857","yes",-0.473554939595753,"no","no","Male","yes","African_American",0.405093278919678,0
"2858","yes",3.11009298554992,"no","no","Male","no","Caucasian",0.927105835453926,1
"2863","no",0.158853517782895,"yes","no","Female","no","African_American",0.330324248529163,0
"2875","no",1.63447325166641,"no","no","Male","no","African_American",0.814455268488977,1
"2886","yes",-0.0519493013433206,"no","no","Male","yes","Hispanic",0.418491446177049,0
"2896","yes",1.21286761341398,"no","no","Male","no","African_American",0.759148068283959,1
"2901","no",-0.684357758721968,"yes","no","Male","no","African_American",0.278398341655648,0
"2906","no",1.00206479428776,"no","yes","Male","no","Caucasian",0.841370010031666,1
"2908","no",-0.684357758721968,"no","no","Male","no","Caucasian",0.392260042819576,0
"2910","yes",0.158853517782895,"no","no","Male","yes","African_American",0.528101922671643,1
"2917","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"2921","no",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"2922","no",-0.684357758721968,"yes","no","Female","yes","Caucasian",0.158157900360155,0
"2924","no",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"2925","no",-0.473554939595753,"no","yes","Male","no","Caucasian",0.624624908517101,1
"2929","no",-0.0519493013433206,"yes","no","Male","yes","Caucasian",0.318978892367247,0
"2932","yes",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"2942","yes",-0.684357758721968,"no","yes","Male","yes","Other",0.489244817338648,0
"2953","no",1.21286761341398,"no","no","Male","yes","Caucasian",0.699549360148009,1
"2957","yes",0.369656336909111,"no","no","Male","no","Caucasian",0.596330957695572,1
"2971","no",-0.684357758721968,"no","yes","Male","no","African_American",0.60802477786596,1
"2972","no",1.00206479428776,"no","no","Male","yes","African_American",0.684589479408407,1
"2978","no",-0.684357758721968,"no","no","Male","no","Caucasian",0.392260042819576,0
"2980","no",0.369656336909111,"no","no","Male","no","African_American",0.619068517966521,1
"2996","no",-0.684357758721968,"no","no","Female","no","African_American",0.318832405831742,0
"3004","no",-0.473554939595753,"no","no","Female","no","Caucasian",0.334270199482429,0
"3011","no",-0.0519493013433206,"yes","no","Male","no","Caucasian",0.365631801323161,0
"3019","no",0.369656336909111,"no","no","Male","yes","African_American",0.56908790252915,1
"3026","no",-0.262752120469537,"yes","no","Male","no","Caucasian",0.32814053015384,0
"3027","yes",-0.684357758721968,"no","no","Female","no","African_American",0.318832405831742,0
"3031","yes",-0.0519493013433206,"no","no","Female","yes","Caucasian",0.362347248168895,0
"3033","yes",-0.473554939595753,"no","yes","Female","no","African_American",0.546838481294094,1
"3035","no",-0.473554939595753,"yes","no","Female","yes","Caucasian",0.181473809693152,0
"3036","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"3037","yes",-0.0519493013433206,"no","no","Male","yes","Other",0.418810829172007,0
"3042","no",0.158853517782895,"yes","no","Male","no","African_American",0.428003317938248,0
"3044","no",-0.684357758721968,"no","no","Male","no","Caucasian",0.392260042819576,0
"3045","no",-0.473554939595753,"no","no","Male","no","Caucasian",0.432362763331941,0
"3060","yes",-0.684357758721968,"no","yes","Male","yes","Other",0.489244817338648,0
"3062","no",-0.0519493013433206,"no","yes","Male","no","African_American",0.718256677940485,1
"3064","no",0.369656336909111,"no","no","Male","no","Caucasian",0.596330957695572,1
"3068","no",-0.684357758721968,"no","yes","Male","no","Caucasian",0.585069847853333,1
"3075","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"3079","no",-0.684357758721968,"no","no","Female","yes","Caucasian",0.256926598192361,0
"3080","no",-0.473554939595753,"yes","no","Male","yes","Hispanic",0.219227737451853,0
"3081","no",-0.684357758721968,"yes","no","Male","yes","Other",0.192403990270056,0
"3083","no",-0.684357758721968,"no","no","Male","no","Other",0.350462956560854,0
"3093","no",0.369656336909111,"no","no","Male","yes","Hispanic",0.500559948456069,1
"3094","yes",-0.473554939595753,"no","yes","Male","no","Caucasian",0.624624908517101,1
"3097","no",-0.684357758721968,"no","no","Female","yes","African_American",0.275557029555763,0
"3098","yes",-0.0519493013433206,"yes","no","Male","yes","Caucasian",0.318978892367247,0
"3106","no",0.369656336909111,"no","no","Male","yes","African_American",0.56908790252915,1
"3109","no",-0.473554939595753,"no","no","Male","yes","Caucasian",0.382326929080013,0
"3112","yes",-0.684357758721968,"no","no","Male","no","Caucasian",0.392260042819576,0
"3118","yes",1.21286761341398,"no","no","Female","no","African_American",0.675090008344943,1
"3125","yes",0.580459156035327,"no","no","Male","no","African_American",0.657281042777818,1
"3126","yes",1.21286761341398,"no","no","Male","no","Caucasian",0.741277410401416,1
"3137","no",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"3139","yes",0.158853517782895,"no","no","Male","yes","Other",0.459575314903827,0
"3155","yes",0.580459156035327,"no","yes","Male","no","African_American",0.807312960312719,1
"3157","no",0.369656336909111,"no","no","Male","no","African_American",0.619068517966521,1
"3160","no",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3165","no",-0.684357758721968,"no","no","Male","no","Caucasian",0.392260042819576,0
"3166","no",-0.262752120469537,"no","no","Female","no","African_American",0.394619838683613,0
"3170","no",-0.0519493013433206,"no","no","Male","no","African_American",0.538520370303624,1
"3172","yes",-0.0519493013433206,"no","no","Male","no","Caucasian",0.514743585873582,1
"3176","no",-0.684357758721968,"no","yes","Female","yes","Caucasian",0.430316180387992,0
"3177","yes",1.42367043254019,"yes","no","Male","no","Caucasian",0.647536677613208,1
"3188","no",-0.684357758721968,"yes","no","Female","yes","Caucasian",0.158157900360155,0
"3191","no",-0.684357758721968,"no","no","Female","no","Hispanic",0.262109365602561,0
"3192","yes",0.158853517782895,"no","no","Female","no","Caucasian",0.452117016552675,0
"3212","no",-0.0519493013433206,"yes","no","Male","no","African_American",0.388028539468281,0
"3233","no",-0.473554939595753,"no","no","Male","no","African_American",0.455909413790119,0
"3237","yes",-0.262752120469537,"no","no","Female","no","Hispanic",0.330964777020189,0
"3240","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"3245","no",1.42367043254019,"yes","no","Male","no","Hispanic",0.605332400918434,1
"3247","yes",1.00206479428776,"no","yes","Male","no","African_American",0.853691578478882,1
"3251","yes",1.42367043254019,"no","no","Male","yes","African_American",0.751411282459236,1
"3254","yes",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3259","yes",-0.262752120469537,"no","yes","Male","no","Caucasian",0.662583846720594,1
"3271","yes",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"3274","no",-0.684357758721968,"no","no","Male","yes","African_American",0.365889518129154,0
"3281","no",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"3282","no",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"3285","yes",0.158853517782895,"no","no","Male","no","African_American",0.579322283754953,1
"3286","no",-0.684357758721968,"no","no","Male","yes","Other",0.30481552130245,0
"3287","no",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"3293","no",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3294","no",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3295","yes",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3298","no",-0.684357758721968,"yes","no","Male","yes","Caucasian",0.221787154723962,0
"3302","no",-0.684357758721968,"no","no","Male","no","Caucasian",0.392260042819576,0
"3303","yes",-0.684357758721968,"no","yes","Female","no","African_American",0.505574856323487,1
"3312","no",-0.262752120469537,"no","no","Male","no","African_American",0.497195753673243,0
"3315","yes",-0.473554939595753,"no","no","Male","yes","African_American",0.405093278919678,0
"3317","no",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"3320","yes",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"3330","no",-0.684357758721968,"no","yes","Male","yes","Hispanic",0.488916906684603,0
"3334","no",-0.684357758721968,"yes","no","Male","yes","Hispanic",0.19220016613262,0
"3338","yes",-0.473554939595753,"no","yes","Male","no","Caucasian",0.624624908517101,1
"3344","yes",0.580459156035327,"yes","no","Male","yes","Caucasian",0.434956958133545,0
"3346","no",-0.262752120469537,"yes","no","Male","no","Caucasian",0.32814053015384,0
"3348","no",0.369656336909111,"no","no","Male","no","African_American",0.619068517966521,1
"3349","yes",-0.473554939595753,"no","no","Female","yes","Caucasian",0.289790883804781,0
"3350","yes",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3364","no",-0.684357758721968,"no","no","Female","yes","African_American",0.275557029555763,0
"3366","no",0.158853517782895,"no","no","Female","no","African_American",0.475837651811373,0
"3371","yes",-0.0519493013433206,"no","no","Male","yes","Caucasian",0.462949488091739,0
"3372","yes",0.369656336909111,"yes","no","Male","no","Caucasian",0.445271722623061,0
"3374","yes",-0.262752120469537,"no","no","Male","no","African_American",0.497195753673243,0
"3378","no",-0.473554939595753,"yes","no","Male","yes","Asian",0.18526201681955,0
"3383","no",-0.0519493013433206,"yes","no","Male","no","Caucasian",0.365631801323161,0
"3384","yes",-0.0519493013433206,"no","yes","Male","no","African_American",0.718256677940485,1
"3390","yes",2.8992901664237,"no","no","Male","no","Caucasian",0.915091870876691,1
"3392","no",0.580459156035327,"yes","no","Male","no","Caucasian",0.486456018610798,0
"3395","no",1.84527607079262,"yes","no","Male","yes","Caucasian",0.675237919753791,1
"3397","yes",-0.684357758721968,"no","no","Male","yes","African_American",0.365889518129154,0
"3401","yes",1.84527607079262,"no","no","Male","no","African_American",0.838190817791868,1
"3403","yes",-0.473554939595753,"no","no","Male","yes","African_American",0.405093278919678,0
"3404","no",-0.0519493013433206,"no","no","Female","yes","Caucasian",0.362347248168895,0
"3405","no",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3408","yes",0.791261975161543,"no","no","Male","no","Caucasian",0.672917322401534,1
"3409","yes",2.47768452817127,"no","no","Male","yes","African_American",0.873710910994634,1
"3411","yes",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"3413","no",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"3416","no",-0.684357758721968,"no","yes","Female","no","Caucasian",0.48173422814554,0
"3428","no",-0.684357758721968,"no","no","Male","yes","African_American",0.365889518129154,0
"3444","no",2.47768452817127,"no","no","Male","no","African_American",0.894885125765215,1
"3446","no",0.580459156035327,"no","no","Male","no","African_American",0.657281042777818,1
"3449","yes",0.369656336909111,"no","no","Male","yes","Caucasian",0.545557006465122,1
"3461","yes",-0.0519493013433206,"no","no","Male","no","African_American",0.538520370303624,1
"3464","no",0.791261975161543,"yes","no","Male","no","Caucasian",0.527825055122891,1
"3469","no",-0.684357758721968,"no","no","Male","no","Hispanic",0.350164292152497,0
"3471","yes",0.158853517782895,"no","no","Male","yes","Hispanic",0.459249409565162,0
"3478","no",-0.684357758721968,"yes","no","Male","yes","African_American",0.23868801066191,0
"3483","no",-0.262752120469537,"yes","no","Male","yes","Other",0.249130382298127,0
"3485","yes",-0.684357758721968,"no","no","Female","yes","Caucasian",0.256926598192361,0
"3487","yes",0.369656336909111,"no","no","Male","yes","Caucasian",0.545557006465122,1
"3497","yes",2.8992901664237,"no","no","Male","yes","African_American",0.905969372399075,1
"3509","yes",2.68848734729749,"no","no","Male","no","Hispanic",0.884050053997453,1
"3515","yes",-0.684357758721968,"no","no","Female","no","Caucasian",0.298481618721188,0
"3516","yes",0.791261975161543,"no","yes","Male","no","African_American",0.831773459973885,1
"3518","yes",0.369656336909111,"no","no","Female","no","Caucasian",0.49337134219516,0
"3520","no",-0.684357758721968,"no","no","Female","yes","African_American",0.275557029555763,0
"3525","yes",-0.473554939595753,"no","no","Male","no","African_American",0.455909413790119,0
"3538","yes",-0.0519493013433206,"no","yes","Male","yes","Caucasian",0.653162353410057,1
"3539","no",0.369656336909111,"yes","no","Female","no","African_American",0.367928385818354,0
"3549","yes",-0.262752120469537,"no","yes","Male","no","African_American",0.68356978682033,1
"3556","no",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"3560","yes",1.42367043254019,"no","no","Male","no","African_American",0.788118115625747,1
"3561","yes",1.84527607079262,"no","no","Male","no","African_American",0.838190817791868,1
"3566","yes",-0.262752120469537,"no","no","Male","no","Caucasian",0.473371950189197,0
"3573","yes",-0.262752120469537,"no","no","Male","no","Hispanic",0.42871199969214,0
"3574","no",-0.684357758721968,"no","yes","Female","yes","Hispanic",0.386735271973542,0
"3582","no",0.369656336909111,"no","no","Male","no","Caucasian",0.596330957695572,1
"3583","yes",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3592","no",-0.262752120469537,"no","no","Female","no","African_American",0.394619838683613,0
"3594","yes",3.95330426205478,"no","no","Female","yes","Caucasian",0.929648005377248,1
"3595","no",-0.684357758721968,"yes","no","Male","yes","African_American",0.23868801066191,0
"3604","yes",-0.684357758721968,"no","no","Male","yes","Caucasian",0.344052218365954,0
"3619","yes",-0.684357758721968,"no","yes","Female","no","African_American",0.505574856323487,1
"3621","yes",0.791261975161543,"no","no","Male","no","African_American",0.693557807957803,1
"3624","yes",2.68848734729749,"no","no","Male","no","African_American",0.909475380793544,1
"3635","no",-0.473554939595753,"no","no","Male","yes","Caucasian",0.382326929080013,0
"3640","no",-0.684357758721968,"yes","no","Female","no","African_American",0.202759320772063,0
"3656","yes",-0.684357758721968,"no","yes","Male","no","Other",0.541017186272997,1
"3659","no",0.369656336909111,"no","no","Female","no","African_American",0.5172131400864,1
"3666","yes",-0.473554939595753,"no","yes","Male","no","African_American",0.646712923630076,1
"3667","yes",-0.684357758721968,"yes","no","Male","yes","African_American",0.23868801066191,0
"3668","yes",1.84527607079262,"yes","no","Male","no","African_American",0.737851966827462,1
"3669","no",-0.473554939595753,"no","no","Male","yes","Caucasian",0.382326929080013,0
"3680","yes",-0.684357758721968,"no","no","Male","no","Other",0.350462956560854,0
"3687","yes",0.580459156035327,"yes","no","Female","no","Caucasian",0.384401866349019,0
"3691","no",-0.684357758721968,"yes","no","Female","no","African_American",0.202759320772063,0
"3692","no",-0.684357758721968,"yes","no","Female","yes","Caucasian",0.158157900360155,0
"3693","no",-0.684357758721968,"yes","no","Male","yes","African_American",0.23868801066191,0
"3694","no",-0.684357758721968,"no","yes","Male","yes","African_American",0.557630575776775,1
"3699","no",-0.473554939595753,"yes","no","Male","no","African_American",0.312852791334717,0
"3702","no",-0.684357758721968,"no","no","Male","no","African_American",0.415220261969121,0
"3712","yes",-0.473554939595753,"no","no","Female","yes","Caucasian",0.289790883804781,0
"3714","yes",3.74250144292857,"no","no","Male","yes","African_American",0.949203849096526,1
